turno,operador_id,maquina_id,producto_id,cantidad_producida,unidades_defectuosas,eficiencia_porcentual
3,20,3,13,98,2,92.13316198663476
2,3,5,10,101,0,80.33043239363231
2,2,9,5,103,2,80.19359560345733
3,6,3,14,115,1,89.55844242937692
1,5,6,8,114,3,81.82982189418274
1,18,5,10,117,5,89.35917592222837
2,16,5,15,101,1,77.91188096853993
1,8,6,15,95,3,86.31288056597758
3,20,6,4,97,1,76.60685444664716
3,11,1,10,101,1,77.38293668534958
2,10,9,10,110,0,87.00080034443393
3,12,5,4,83,2,90.13271851828034
3,6,1,13,106,1,86.27282119713065
2,20,8,12,95,1,87.49497746495781
3,5,7,14,87,1,84.0285833444533
3,9,7,9,100,3,82.79473424108416
3,16,5,15,98,1,83.46828840352264
1,14,1,9,111,1,88.88919437979028
2,8,9,7,115,2,83.51077856538268
2,20,9,10,104,0,83.55356604694208
2,19,8,8,89,0,79.17904618559652
1,14,5,12,98,2,90.79483365397417
1,7,3,12,109,2,87.2813819272225
2,5,8,4,117,5,90.25045031403732
1,18,1,8,123,1,83.4127820714034
2,2,3,14,109,3,91.21306132174296
1,11,7,6,99,2,78.40560382343037
3,8,4,13,122,1,79.3488074026338
3,1,7,3,123,2,83.49747838511003
2,12,5,7,94,2,83.495763728938
1,2,6,3,104,1,88.06955905207856
1,18,7,11,105,3,87.31223236641159
3,7,10,7,95,2,77.11474526666792
3,17,7,5,109,3,84.58910353197815
1,14,7,4,103,0,91.0660487261959
1,7,7,3,91,1,84.34171984421816
1,3,7,8,88,2,80.09341936155813
1,6,3,4,128,2,80.1022830690224
1,20,3,8,113,3,84.19118720776089
1,2,7,10,83,2,87.55397365107981
2,17,2,3,102,2,94.90382252711724
1,12,2,10,101,2,80.13230235303628
3,12,3,13,109,2,82.76202058522843
2,17,4,9,82,3,92.17197045497842
1,10,6,6,83,2,85.31291791357205
3,3,8,15,103,1,96.5565390898841
2,20,10,5,110,2,85.03124971282968
3,18,10,5,102,5,88.92469815960618
1,13,7,13,104,0,81.29859255495226
1,12,4,3,87,1,67.95644661038173
1,17,2,2,120,3,85.03521396467319
1,4,2,6,82,1,79.7559090242276
2,10,4,11,96,1,79.19456946891606
2,11,6,1,111,1,87.23959488666416
3,6,3,15,99,2,84.6299608105422
1,6,6,15,98,2,86.07115310869035
3,9,5,14,107,3,76.78088493323045
2,15,5,7,103,0,82.51066811218935
1,2,2,15,108,0,92.43226753062102
1,4,8,5,104,3,78.94870611139955
2,5,5,4,89,2,80.18251477028072
2,17,2,9,94,1,89.90357499592177
2,8,7,10,95,1,86.02676728752033
2,8,9,1,103,3,85.16854400861918
2,12,9,11,113,4,86.24944920394253
1,8,1,15,103,0,79.9133146982362
2,19,7,4,98,5,78.7249481457419
1,3,9,3,116,1,77.31712950977038
1,18,6,6,96,1,92.25937883179168
2,19,1,5,114,6,77.16659212573913
2,19,2,7,104,4,85.28765474521634
1,15,4,13,76,1,82.2961671948477
2,6,4,1,94,1,90.60553385695358
2,16,2,13,99,1,85.07404144052032
2,8,8,5,115,0,78.5649110011886
3,16,2,14,88,1,86.36948045756812
1,18,3,2,94,1,86.51920412857292
3,20,4,2,110,2,80.84223704189894
2,16,9,11,79,1,83.45972480594634
3,11,10,15,98,2,89.67336410547452
2,7,1,11,89,1,91.66052321234416
3,17,8,2,101,2,85.19276251476475
2,17,5,9,95,3,84.97
3,12,7,10,112,2,84.97
3,13,8,3,105,3,83.21620767732556
3,10,5,4,115,0,85.86823683656729
1,7,8,15,105,2,80.89540351486413
3,14,10,5,100,4,82.44761218811819
1,1,8,14,115,2,89.52708954814757
2,17,9,4,102,0,74.07353515045604
3,4,2,4,89,0,82.91379045582366
2,5,3,5,90,3,85.24304487388947
2,20,1,10,98,2,89.20982322193981
3,7,4,15,102,3,83.68859159922864
1,10,5,9,110,2,88.81666824801168
3,17,1,12,105,1,85.85010476713084
2,7,8,9,115,5,84.97
2,1,2,14,110,7,82.456492405007
3,7,1,14,101,0,84.61327579203697
1,11,2,6,94,0,86.34948838518875
1,9,5,11,107,3,82.89445297388505
2,12,9,12,94,3,81.50256032492842
2,3,9,14,112,4,87.8647315475963
1,4,2,3,90,4,83.56206145434182
3,4,2,6,109,2,86.55619954164536
2,13,3,10,115,1,87.72301930547532
1,19,7,4,108,0,92.02576220687897
2,10,3,3,102,1,87.1194910703036
3,5,1,6,93,5,87.98170827914625
1,7,6,15,96,2,87.0909183251901
2,16,3,11,83,1,85.42860282299517
3,1,1,6,100,3,79.13225013332523
2,12,4,2,97,2,82.96246923747964
3,2,1,9,101,1,78.74690082759307
3,7,1,8,97,1,80.6378595260565
1,11,2,6,109,3,82.66972254469431
3,13,10,1,98,2,88.4711466060809
2,2,8,12,128,1,83.07264441213268
3,7,2,2,100,1,80.76952592665013
3,15,2,15,92,1,82.8407577491988
1,11,10,4,103,3,91.4733607523024
3,2,10,7,114,1,78.69620614439845
3,7,8,9,86,1,87.46461900476459
2,4,6,10,91,3,87.76855329293113
1,11,4,5,85,2,89.70921364006402
1,2,3,10,118,0,81.17220789419746
1,16,1,2,94,0,80.29020055410432
3,7,3,15,99,2,80.0739655070349
1,13,9,13,110,2,87.35237115504157
3,5,5,11,97,4,85.16810367494234
3,17,6,11,102,1,79.81715421882352
2,12,5,11,113,2,79.47579194974793
2,19,1,1,93,1,81.56235304594175
2,7,10,10,98,3,82.27150823274233
2,6,1,14,96,3,84.97
2,8,4,13,88,1,84.781327485353
3,13,3,14,82,3,84.46297036566996
3,5,8,1,90,1,78.3829632836161
1,2,7,5,115,1,82.18294358489275
3,9,7,14,93,1,89.6890647559088
3,11,8,7,107,1,86.89829550777478
2,6,10,9,98,0,80.98465951955434
3,7,7,9,82,3,88.18142858380571
2,7,10,8,99,2,90.5185000835026
1,19,2,1,99,3,84.30909044160929
1,6,4,5,92,1,91.44230857112612
3,11,6,6,83,4,89.24590542047935
1,11,3,6,96,4,87.83078936951472
3,7,3,4,97,6,82.05274733985914
1,2,6,1,90,2,76.48169034214256
2,19,1,3,104,3,78.6777751750321
2,4,1,10,89,3,77.64394819030362
2,6,5,15,119,2,88.82563494938228
2,17,1,15,103,3,83.2431068588
3,5,10,4,118,0,84.04010130738992
1,7,8,4,98,4,92.96080007018251
3,9,2,13,108,1,77.50450807264316
2,1,6,4,86,3,87.47927118714058
3,1,10,14,105,3,83.51850957268617
1,19,10,5,92,4,75.49986594921306
3,6,5,13,95,1,86.20805421159389
1,18,10,15,124,2,79.40286557221773
3,10,4,15,93,4,74.467952202738
1,11,1,11,118,3,74.29429375382409
1,1,3,9,99,2,80.69559576679028
2,1,4,4,121,3,81.81027027827683
1,13,2,9,99,5,83.92183642349032
2,5,2,9,119,1,74.14131933075913
2,20,2,1,99,1,81.52385115181774
2,1,1,5,116,1,87.08335721647187
3,20,10,9,103,3,86.39471363393098
3,3,2,4,96,3,78.99433063604367
3,18,6,5,87,1,84.97
3,9,3,4,92,2,77.39813427642885
1,14,10,13,109,3,76.04823526270201
1,17,5,2,101,0,85.44536271973469
3,14,1,10,102,2,80.25581061937649
1,4,8,2,90,4,87.73892860672085
1,5,4,2,83,4,79.87389985819723
2,17,9,13,96,3,87.50836105660234
2,2,4,1,106,0,92.3695237466929
2,5,2,3,104,2,89.11070113639386
2,4,3,15,100,2,82.15778332674623
1,4,5,14,104,1,81.940874588726
3,6,10,11,105,1,81.7589934978287
1,20,6,10,110,1,86.95824978481774
1,13,7,1,131,1,82.26057178225334
1,5,4,4,101,2,80.11997711847161
2,7,7,1,96,0,85.55745610022645
2,20,10,4,115,2,90.32726270172444
2,1,3,3,95,1,86.35158509262705
3,14,7,9,99,1,91.28575376021752
1,4,4,1,91,3,84.08411425034421
3,17,8,14,83,3,84.50498552455007
2,14,9,8,98,2,85.92463927318975
3,16,7,11,110,1,89.75100075106099
1,14,8,9,104,1,85.78104680025648
1,16,8,12,96,0,79.08198297607233
2,20,2,7,104,0,95.09202584764896
2,8,9,1,88,4,92.4229834949414
3,3,6,4,111,3,87.894773530479
2,19,4,10,93,3,81.52197383921084
2,1,5,1,89,3,82.80459399244528
1,2,10,4,92,0,88.02497876319035
2,15,5,15,93,2,80.8693055818345
2,10,7,3,117,0,83.35743575108026
1,18,9,2,85,1,81.38291077148253
1,14,7,1,100,1,85.45145664477691
3,17,9,6,101,2,86.95052770032177
2,13,4,12,98,1,88.71059832046053
1,1,10,7,92,1,79.13689273034579
3,5,10,6,113,2,82.05811797157637
3,13,4,9,94,2,81.47399605574952
2,14,6,12,83,3,81.58855373160297
2,3,8,9,113,1,85.38146359255775
3,15,9,2,90,0,81.81383407787459
1,19,1,15,97,2,78.95231326259405
3,17,1,15,102,1,85.91137526454148
2,3,8,2,104,2,73.91045338245712
1,16,7,9,93,1,82.17681406469825
1,14,9,1,98,2,90.34543962621558
3,12,3,5,98,4,91.74945896468203
2,12,10,1,105,3,87.9721817663276
3,11,5,7,99,2,82.95713693648915
3,17,3,9,107,0,88.36141849350464
3,8,5,6,88,0,95.50416921701192
1,17,10,14,100,4,86.71447100482153
1,20,1,2,84,0,89.0875867032034
2,11,4,6,103,1,94.97658313850152
2,2,6,9,80,2,88.16801060829019
3,10,2,3,93,2,81.31597505298173
3,10,7,9,107,2,75.84657146144473
3,11,8,8,111,3,88.54240026465841
2,6,1,15,93,2,80.82565028311606
1,4,4,13,93,0,87.30128859834448
1,12,4,12,101,2,79.10147387658101
3,11,5,7,93,2,82.39698828318514
3,13,4,8,92,3,88.96939470574685
3,5,9,10,100,3,74.75546750873262
3,6,7,6,90,3,96.61976262427687
2,1,2,3,107,1,78.24420256606851
1,6,1,7,96,3,82.22831668623205
3,18,9,4,86,2,83.66775209193412
2,9,1,11,92,0,83.50033738004085
3,15,6,10,92,1,80.77750793380213
3,8,2,14,107,4,93.16518105372174
1,19,4,5,99,1,82.02998337323545
3,16,6,8,112,1,90.147213022772
1,6,5,15,116,1,79.90103861633841
1,6,6,7,114,2,77.37668500202797
1,3,3,7,111,2,88.84069180059988
2,10,5,8,95,3,91.12635634423908
2,1,2,10,99,0,85.53834427907987
1,14,7,3,93,2,96.95183983613776
3,4,3,3,97,6,84.97
1,12,1,2,101,1,86.1816261901327
3,6,8,15,122,0,81.86166264587337
1,11,8,1,100,1,82.59414216830369
3,12,3,10,78,2,90.89971039418016
2,10,7,6,95,3,93.0556820823681
3,18,9,6,104,2,90.39536989850176
1,7,8,13,97,0,80.8035655475065
2,7,3,10,98,7,82.93356137212507
3,11,2,12,97,0,76.91284386016859
3,4,10,8,94,1,92.93001381900454
3,20,7,14,114,2,84.97
3,1,7,6,103,3,87.19694311602942
3,13,9,6,115,3,88.23815664507133
2,18,5,1,101,5,88.09695764644842
2,9,4,12,108,2,80.57237278265713
2,9,8,7,94,2,79.69967712203723
2,9,4,7,86,2,86.04246482745188
1,10,4,10,99,2,88.43564134373104
2,2,2,9,112,1,84.97
3,6,1,14,100,2,87.02459669766534
3,15,4,15,93,1,89.1669459424597
2,3,7,12,101,2,89.6989581916697
3,11,9,7,91,3,79.71156004059722
2,6,9,8,88,1,73.8363197349369
3,3,10,4,108,1,79.34637037782078
1,11,1,9,108,4,87.0966963674592
1,15,5,15,99,1,74.46060976322913
2,13,7,14,101,3,85.42474998534455
2,20,7,1,89,1,89.5185991862288
2,10,10,8,110,3,85.01684504191245
3,6,6,3,104,4,88.40386605343191
2,15,10,14,106,2,82.33847600594655
1,18,4,1,90,2,86.47296818822717
3,18,3,2,99,2,84.5012709449518
2,7,9,15,98,2,80.79192898453866
3,15,10,6,93,2,79.01136908376591
3,18,4,5,105,2,77.24257137322026
2,18,8,14,96,3,89.70046420325853
3,20,1,3,101,0,86.93944195118941
1,9,7,9,98,0,80.26132275424624
1,2,6,8,114,1,79.46180107893409
3,8,1,13,105,2,85.09223403910067
2,20,4,3,104,1,86.3483525440687
3,2,5,2,94,0,82.1540665749097
1,11,8,8,100,1,81.83462750212986
3,7,4,14,103,1,84.72699571721054
3,6,3,15,102,3,84.59559587540154
1,10,2,5,81,0,84.97
3,5,4,15,104,1,85.32850151551212
3,11,10,9,94,2,72.72679693413889
2,1,4,1,93,1,86.76306642337026
2,2,10,10,109,1,88.81093691865873
1,1,5,3,101,0,83.15173236368857
1,19,7,5,92,0,92.21001861368984
1,2,9,2,77,1,81.35904941442519
2,20,2,3,84,2,85.54775272676775
1,4,5,4,90,1,80.04460128008077
1,12,10,4,103,0,85.08909190506458
1,20,9,11,100,2,83.72065119935573
2,18,3,9,113,4,78.83694418915957
3,1,1,1,106,2,87.18538746102367
1,1,2,12,104,3,86.68229974867624
3,14,6,9,107,1,83.83365138744286
1,4,5,15,97,1,79.31308084272155
3,5,1,9,92,0,88.55253632258702
2,11,1,11,114,2,86.4169910985137
2,13,4,6,100,5,94.68975522319477
1,16,4,11,113,3,79.26922890409675
3,13,6,1,106,2,85.1984484443369
2,2,6,11,111,2,95.48338103865728
1,16,10,13,97,3,89.44511326449978
1,6,6,12,91,4,85.8029113810827
2,14,1,6,96,1,79.70309390208526
2,1,10,8,117,2,88.95491714759659
1,17,9,5,90,2,82.64823702947488
3,11,7,5,101,1,82.84361128651985
3,19,7,1,111,2,93.53561750409588
3,3,7,1,91,6,91.08656752705286
1,11,2,8,112,0,85.80083176130512
2,5,2,13,88,3,83.63509864111032
1,17,6,5,103,2,75.9107520807791
2,7,7,8,96,4,87.32750627918547
3,10,3,10,113,4,84.96273560194447
3,11,4,2,91,1,88.01807462871335
2,3,3,15,84,2,71.54934795320644
2,20,7,4,89,0,79.75397399526643
1,10,7,13,91,1,81.99523038112683
3,10,4,11,100,1,85.39683065679907
1,14,7,14,107,2,84.7427141865829
1,12,5,10,94,5,81.92164554757628
1,15,1,9,83,3,85.57926982142908
3,10,10,13,86,2,92.92330598871304
1,10,4,3,115,3,86.0683072836556
1,19,7,6,83,0,88.29046820534874
1,1,2,11,99,3,84.88621510718797
1,10,2,7,97,2,83.93572160145007
1,2,1,3,124,1,83.34416860197835
1,17,2,1,104,0,85.17793174193115
3,7,10,2,92,1,90.91652341618938
1,7,8,11,96,2,90.91364282407424
2,20,8,14,110,3,89.59674001386169
1,9,8,10,110,5,85.80889233990884
1,2,1,7,90,1,88.7839062810097
3,14,1,7,99,1,82.73348962974669
3,17,10,12,102,4,90.72242204480516
2,1,4,1,105,2,84.97
2,9,6,10,124,1,84.49550505365231
3,20,8,7,106,0,80.91114438489608
3,19,2,15,114,4,82.27404802700228
1,4,3,10,100,3,77.91775507229367
3,8,6,11,113,2,82.62015868126566
2,13,10,6,108,2,77.61692559173339
1,4,4,11,90,1,80.02209805660335
2,9,2,6,104,0,87.04616218234273
1,9,7,7,89,1,81.93572505596372
3,18,4,7,94,2,78.95317534863116
2,12,8,1,96,3,85.13344497650827
1,10,8,10,86,0,85.47005066918489
1,11,7,5,95,2,76.51549749447234
3,7,10,15,109,4,87.22746947968466
3,9,9,14,94,3,87.26642285621458
3,6,4,14,97,2,77.04239930905008
2,19,7,8,98,3,94.69706302721792
1,16,10,8,94,3,94.27808778569812
3,15,10,3,102,2,92.07575440189774
2,7,1,3,107,3,80.46306078931703
2,16,4,7,65,1,76.2766627276454
2,5,2,15,94,1,79.61491888883306
3,16,9,4,96,1,89.85824065552531
3,1,5,6,94,1,85.06590814193628
1,19,3,9,117,2,89.46909061454744
1,5,4,10,102,2,87.9341833258749
3,7,6,2,95,1,96.65568511338547
2,19,10,2,108,2,94.1345464569337
2,5,1,6,98,5,85.12327159304633
2,17,7,3,105,1,87.80350591616615
1,8,8,1,116,3,79.01064366052582
2,1,7,2,98,3,79.36837685551204
1,2,7,14,84,1,93.6895014480703
1,15,9,13,91,2,81.8751492578373
2,20,4,7,117,1,89.54029214999005
2,18,7,4,89,3,78.63766154338381
3,11,9,12,87,2,79.30608944066095
3,10,5,2,96,2,95.74516355563874
2,4,2,11,94,2,85.1058271466566
1,5,5,12,121,1,84.41475534309407
1,4,4,12,95,1,93.22277290058406
1,13,8,8,91,4,84.53168702902354
1,13,5,4,97,3,84.48841754387553
1,18,9,4,119,3,86.05742970608375
3,2,9,2,104,0,85.43739461800102
2,16,3,14,93,3,85.05234082024349
3,1,10,1,96,1,93.4240053352065
1,19,6,1,111,2,93.21193656667492
1,9,6,3,112,4,82.52884556455142
1,3,4,6,106,1,80.53632390072553
1,7,10,7,109,3,74.26109763043135
2,10,3,13,102,2,82.29357306956763
1,1,1,9,115,1,80.8094369705761
2,10,7,5,93,4,91.38568773784236
1,9,5,9,122,2,86.94473381504379
2,15,10,8,103,0,89.07407979580397
3,15,7,1,103,1,85.37602813762872
1,3,1,11,85,0,82.13499008989766
2,5,8,12,105,1,79.58799319826015
3,9,3,3,90,2,79.87398354045507
1,9,7,8,92,1,83.29570748035471
1,7,3,9,101,2,85.16089064181847
1,12,3,14,90,2,89.99500355209211
2,9,10,4,101,1,81.15811968755713
2,6,9,14,90,1,83.50774175179092
3,2,2,14,103,1,90.05709571588557
2,9,4,14,95,1,83.83901137866404
2,17,6,12,101,1,87.22620441714139
1,1,3,6,116,4,92.46488990506376
1,19,10,4,93,3,88.48441614637258
1,6,10,13,103,2,82.93096796491531
1,5,7,15,95,1,87.23947013342669
1,2,7,9,92,0,88.52141789208915
1,9,5,2,94,2,85.40039412228582
1,14,3,6,102,2,90.06658141050664
3,4,2,11,85,1,91.0539728997748
3,4,4,13,83,3,85.40896074201856
3,15,4,3,93,1,92.3039089466216
3,8,8,10,92,1,79.56396558156018
1,4,8,4,119,2,84.87499345297087
3,16,5,2,109,1,79.73101015317181
1,4,6,11,111,2,83.29583067896553
3,16,8,8,115,3,92.71645657241818
2,12,1,10,101,1,79.66497033054723
3,16,5,8,90,3,81.15383148568036
3,19,4,1,86,5,93.62215227662158
1,8,4,10,84,0,82.3278408319003
3,6,2,6,99,1,93.09820438292287
2,10,10,1,98,4,83.55191821162504
1,5,1,6,103,0,88.17599632935544
1,18,6,7,96,0,80.70971457376541
3,10,7,15,124,2,86.10596229570191
1,10,5,2,98,2,73.10550571968594
1,7,8,9,92,4,85.01326778018118
1,18,9,8,92,5,80.76003221179005
1,1,2,9,99,0,79.36530374063113
1,7,4,15,112,1,84.12628619546514
1,1,9,10,93,3,74.99167175621889
2,15,5,13,88,1,84.77065640469561
3,4,3,4,107,3,91.121640372051
2,20,6,4,92,1,80.07234106834014
1,10,3,12,118,2,82.8370561160835
1,9,5,8,107,8,83.25456824054699
3,2,3,1,97,3,90.27614725377543
2,14,6,8,105,0,86.1429417705092
3,16,10,7,99,2,82.7133675560568
2,1,5,12,104,5,82.46189410577426
1,2,9,7,109,1,85.98582787978263
3,7,3,9,106,4,87.80132226852064
3,10,6,15,103,2,87.49270097155424
1,20,8,13,99,1,89.9108336377583
3,1,7,10,98,0,89.69752295815486
2,13,6,7,94,4,81.94947145934371
2,1,2,15,128,2,94.06698266527548
2,5,7,2,109,4,92.46444125679427
2,16,8,1,113,3,92.43315810271338
1,15,1,1,95,0,96.54602190332092
3,17,9,7,97,2,89.19508397551554
2,16,4,5,116,3,93.2314587176544
1,13,8,4,100,1,80.35760747293413
3,11,10,5,94,1,87.66259014424125
3,17,7,10,104,4,82.9425318629188
1,17,10,10,104,1,84.9637547456196
1,2,7,6,117,0,90.94965931338174
2,13,2,12,103,1,72.3604955043064
3,14,1,15,81,1,84.57340321908282
3,11,4,10,103,3,81.33999139950289
1,10,2,6,99,2,87.19736524764163
3,3,8,1,95,0,76.11295116771564
2,17,10,2,109,1,79.63785796459416
3,15,7,3,91,4,85.7741936478662
1,9,8,4,90,1,77.47088724496267
1,10,6,6,100,2,91.45670263200324
2,8,1,12,98,3,81.59344926121905
2,13,9,12,85,3,83.43663939290505
3,18,6,11,86,1,96.16325125963478
3,5,10,13,85,4,76.50880575547465
1,6,1,9,101,1,94.31251680223798
2,17,1,12,92,3,87.6263061023538
2,11,8,2,99,2,86.93748838389561
2,20,6,8,94,1,84.97
3,16,8,9,107,1,91.83287951263236
2,9,8,2,93,5,84.60698457850822
1,2,8,9,88,2,90.05337768716348
1,5,10,7,90,1,86.51303860109581
3,1,7,9,95,2,74.77724979915854
3,4,7,6,98,2,89.7310365191527
2,4,10,2,99,1,92.71281030836968
3,3,4,8,92,4,80.91682760530588
1,9,9,10,96,2,86.20543190942486
2,12,2,15,90,2,89.66403032099902
1,10,9,9,116,2,90.04530790020226
2,2,10,12,92,4,76.97260955105617
3,11,3,8,78,2,89.62095434332312
2,10,2,2,95,2,81.64449994586131
2,6,4,15,90,1,82.93547535998346
1,18,5,8,96,2,91.60885317962028
1,2,2,3,100,3,94.44080496630356
2,2,1,3,100,2,85.87613323917546
3,10,10,9,120,1,84.97
3,16,5,13,109,4,89.68244307396205
1,12,9,9,93,1,84.42789703245079
3,1,5,15,115,1,92.50410740491736
1,8,10,9,107,3,88.99473956784969
3,16,9,4,109,3,79.51272225768916
2,18,10,12,80,2,87.10266853314386
1,13,6,14,96,0,86.51620550880729
1,15,3,7,96,1,80.4218467232787
2,12,4,13,103,1,91.5226680009346
1,8,4,8,104,2,77.17911141131653
3,10,1,15,107,4,88.94303026354592
3,14,3,15,98,2,96.45099518530598
1,5,3,13,101,1,81.3919078328993
3,18,1,15,95,3,87.64652690338647
1,19,9,13,83,3,86.82051959202549
2,15,1,5,96,1,86.9424819241158
1,6,9,13,111,2,98.61330527102778
2,11,1,15,106,2,84.97
3,11,2,15,115,2,77.69315759235724
2,20,2,1,102,3,89.42960190073218
3,20,6,15,91,1,80.5963501127305
1,18,7,9,119,4,82.17605833431438
3,18,1,6,97,1,78.92945647384495
1,10,3,3,94,2,86.08595651949031
1,2,2,3,125,2,96.60868507079928
2,9,8,14,103,3,87.5310761588782
2,14,9,14,96,1,83.42006218367997
2,19,2,10,102,1,83.03430098446984
2,10,2,1,89,1,83.61381978846813
3,4,10,13,107,0,82.56254172031116
3,6,9,8,101,2,88.94755894087878
3,14,4,2,88,2,86.82401456823024
1,4,5,12,107,3,83.0808599165446
3,15,9,1,98,1,83.31501601197564
3,16,6,7,84,2,82.12821353745825
3,7,10,14,95,2,81.40450888099244
2,17,9,11,84,1,77.87676254983117
3,19,9,9,92,3,84.97
1,19,7,6,107,7,78.39364650107942
2,17,10,8,107,4,80.45027528307158
1,6,9,8,89,1,90.90682559338173
3,11,5,9,101,4,85.70143474757846
2,16,5,7,91,3,86.53814421531109
1,8,8,9,105,0,80.84515931937035
3,11,10,15,86,2,84.9318822426564
1,7,4,9,83,1,84.77193361559912
1,19,9,12,112,2,88.00035952607388
1,10,7,11,94,0,85.94270546129334
3,9,7,1,99,0,84.8903967780991
3,4,3,6,101,2,80.74736669132761
1,15,4,12,105,3,81.25921257023157
2,13,7,8,106,2,81.55112952527054
2,2,5,10,110,0,79.71547831156022
3,2,3,9,95,3,87.06240715552578
3,16,1,15,114,0,85.14438027924965
3,9,7,4,81,4,83.39735708380076
3,13,6,13,78,4,85.77100978589225
3,3,10,2,109,1,80.13949244643636
2,9,7,11,109,1,80.11953414675364
3,13,2,9,104,2,80.15622669952911
1,2,4,9,105,3,84.97
1,8,2,12,76,5,89.47568470074715
2,9,8,8,98,1,83.59457425645371
1,16,7,3,108,4,91.14118417582388
2,2,1,5,101,1,86.42853067026803
2,6,2,2,91,1,84.97
1,8,2,14,108,1,86.23410883814292
3,5,4,3,97,2,90.1545166114943
1,9,3,1,101,2,88.50390458214092
1,1,1,4,111,1,81.32812347788719
2,9,2,5,91,1,84.37548234222479
1,10,9,12,99,1,84.97
2,4,1,2,98,4,76.98383178252122
3,3,9,15,104,4,79.80398132693294
3,10,7,15,101,0,88.68550189585295
3,15,2,3,95,1,85.25748803764475
1,11,2,12,108,3,84.20231754375577
2,14,5,6,108,1,86.15799032735778
3,6,5,6,102,3,85.95108059213827
2,12,4,15,101,3,88.11934861874288
2,13,10,7,98,2,89.697084283133
3,17,10,12,115,2,82.17467039821267
3,16,3,9,84,0,86.97409252762314
2,3,4,4,109,1,82.10864249228956
3,2,10,5,94,0,77.75991170991894
2,11,4,11,119,3,88.40103716691775
2,9,2,2,80,4,82.1769935814376
3,3,5,6,88,1,83.3643081918071
1,18,5,4,110,1,81.61953264631549
3,20,5,5,114,4,84.97
1,15,10,7,93,3,79.46804629032982
2,14,1,6,95,0,88.9907748414334
2,2,6,8,97,2,88.7727494423572
1,17,2,6,110,2,86.95495086441845
2,8,7,10,103,1,87.14390248265993
1,10,4,14,93,2,86.02652381723334
1,18,5,8,97,1,80.7988708859777
2,19,5,13,95,1,83.02555732100414
1,8,5,14,126,3,90.46586960766906
3,8,2,14,96,5,76.44934192137983
3,3,5,4,94,2,84.42033573025817
2,3,3,12,104,1,86.26370776137176
2,12,4,7,100,3,81.76664334980651
1,17,2,3,88,4,86.50087634401619
1,4,4,1,100,1,81.35789056748588
1,17,9,13,89,2,82.51784133480807
1,14,8,9,100,4,88.65581491129332
3,19,3,9,93,5,84.82111871398808
3,9,1,6,95,1,84.285352179869
2,12,1,15,128,2,89.07111691733239
1,5,6,2,88,5,83.94031425433312
1,11,3,8,98,5,90.53050363397278
2,20,4,10,101,2,89.72189133620512
1,3,1,6,105,1,83.88312538954114
1,15,8,7,101,2,82.81081391313256
1,14,1,13,106,2,87.44971234992535
1,11,5,1,111,5,90.45318245249936
1,20,6,3,106,1,83.5467054268483
2,8,2,15,117,5,93.404404197617
1,4,7,1,102,4,87.13607360304124
2,12,7,10,92,2,84.5387047504882
1,8,1,1,92,1,78.92184913510663
3,6,4,12,89,1,80.4188339801002
3,15,4,12,102,0,85.12577030616492
3,12,5,11,117,3,90.86729475342504
3,16,1,13,104,5,80.6095519022728
2,16,1,1,109,0,87.04932708906125
2,20,7,4,107,5,79.43082211502487
1,20,9,13,99,2,91.55912229635804
3,4,1,7,97,2,84.97
2,11,2,7,91,0,79.29478318485445
1,13,6,12,104,2,87.0963547991621
1,9,6,13,103,0,85.22208976944005
2,4,2,5,102,0,88.52626234568908
3,12,9,12,105,3,80.00982115179468
1,9,4,6,96,2,83.50836266387938
3,13,7,2,87,2,89.47394334689496
3,16,6,5,105,2,84.97
3,6,3,7,100,3,79.68436562183605
1,10,8,14,100,4,85.14580287222257
3,13,7,9,97,0,85.97888902727237
1,7,9,6,109,2,84.8009267008491
3,19,3,12,111,1,93.97504279433014
1,19,1,14,111,7,86.95334236832079
3,17,2,10,103,2,90.42113054940612
2,13,1,4,100,5,91.4205540592335
3,13,5,3,99,1,80.14927021372169
3,2,10,9,94,0,82.1459624203944
1,10,2,7,105,1,88.62671957721886
1,13,3,11,108,2,86.08122060672196
3,9,8,14,93,3,88.76269574554874
2,1,10,13,84,5,81.93556453095005
2,14,5,6,99,2,84.08062549291009
1,16,4,7,97,0,83.52775352532848
2,20,5,15,97,0,84.26193579727102
3,15,10,8,75,2,82.2135384000195
1,1,6,5,99,1,84.79162813402985
3,17,7,3,103,1,94.66697667226738
1,13,9,3,89,3,96.92332118122326
1,15,1,13,96,4,91.02042569874104
1,16,4,2,87,2,84.97
1,16,9,8,125,1,79.33408942621611
2,2,5,1,100,3,96.30037018975924
3,17,8,12,93,1,78.08538926043424
3,11,1,8,101,1,84.3452463266555
3,8,4,3,107,0,90.95641720341996
1,20,9,9,97,2,82.87444669230375
2,3,1,12,101,2,86.49571327325275
3,12,1,14,106,3,83.02033124869887
2,20,4,12,107,0,81.53986024320842
1,16,3,11,77,4,90.1491633427083
3,14,7,2,92,3,77.5857205718375
2,16,3,10,99,3,82.59381438966889
1,17,1,9,102,2,83.11700338240261
2,11,10,6,105,0,90.79043031246592
3,17,2,1,111,2,82.91846104303612
3,19,10,5,102,1,81.4582132315019
1,1,4,10,95,1,86.01081346886193
1,12,1,9,96,0,79.9850089584756
1,15,1,13,91,3,92.24882586585548
2,18,8,6,100,0,82.63562824265352
